gvkey,conm,cusip,cik,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
123474,DECTRON INTERNATIONALE INC,243666104,0001066042,P,01,LC,86387,16294,19981006,20070314
123495,ATLANTIC BANCGROUP INC,048221105,0001087790,P,01,LC,89820,44286,20030829,20101130
123500,SPECTRASITE INC,84761M104,0001072048,P,03,LC,89884,44522,20031003,20050805
123500,SPECTRASITE INC,84761M104,0001072048,P,01,LC,87252,16918,19990903,20021125
123694,PURINA MILLS INC,746276104,0000913437,P,01,LC,88555,38451,20000815,20011011
123720,JACKSONVILLE BANCORP INC/FL,469249205,0001071264,P,01,LC,89529,43616,20021023,20160331
123807,VESTIN GROUP INC,925489304,0001068132,P,01,LC,88156,37151,20000427,20050204
123937,VITRIA TECHNOLOGY INC,92849Q401,0001050808,P,01,LC,87265,17126,19990917,20070330
123994,BROADBASE SOFTWARE,11130R100,0001076016,P,01,LU,87222,17129,19990922,20010629
123995,E.PIPHANY INC,26881V100,0001089613,P,01,LC,87228,17127,19990922,20050929
123998,SWK HOLDINGS CORP,78501P203,0001089907,P,01,LC,87241,17128,19990922,20051014
124015,QUANTUM CORP HDDG,747906303,,P,01,LU,87044,5722,19990804,20010430
124034,ASHFORD.COM INC,044093102,0001089909,P,01,LU,87220,17136,19990923,20020328
124035,CYBERGOLD INC,23246N105,0001086937,P,01,LU,87225,17132,19990923,20000831
124036,EGAIN CORP,28225C806,0001066194,P,01,LC,87227,17135,20111012,E
124036,EGAIN CORP,28225C806,0001066194,P,01,LC,87227,17135,19990923,20040307
124038,INTERACTIVE INTELLIGENCE GRP,45841V109,0001517650,P,01,LC,87264,17131,19990923,20161201
124040,JORE CORP,480815109,0001081207,C,01,LU,87240,17133,19990923,20010521
124042,MANULIFE FINANCIAL CORP,56501R106,0001086888,P,01,LC,87212,35276,19990927,E
124046,SENIOR HOUSING PPTYS TRUST,81721M109,0001075415,P,01,LC,87289,36355,19991013,E
124049,TRINTECH GROUP PLC,896682200,0001094316,P,90,LU,87263,17145,19990924,20101231
124050,INVENTIV GROUP HLDGS -REDH,46124K109,0001497350,P,01,LC,87257,17137,19990928,20100804
124051,YESMAIL.COM INC,98583Q101,0001087943,P,01,LU,87258,17134,19990923,20000331
124174,ALTEON WEBSYSTEMS INC,02145A109,0001089925,P,01,LU,87221,17140,19990924,20001031
124177,BLUESTONE SOFTWARE INC,09623P102,0001039242,P,01,LU,87224,17144,19990924,20010131
124195,INTERSPEED INC,46070W107,0001088755,C,01,LU,87237,17141,19990924,20010122
124196,KEYNOTE SYSTEMS INC,493308100,0001032761,P,01,LC,87242,17146,19990927,E
124198,UNITED ONLINE INC,911268209,0001142701,P,01,LC,87261,17147,19990924,20160705
124201,PROMOTIONS.COM INC,74341U106,0001088024,P,01,LU,87239,17143,19990924,20010628
124254,OMNOVA SOLUTIONS INC,682129101,0001090061,P,01,LU,87214,35278,19991004,E
124259,MUNIHOLDINGS MICH INSD FD II,62626D105,,P,01,LU,87213,35277,19990927,20020628
124260,SAL TRUST PREFERRED FUND I,78400H104,0001089500,P,01,LU,90398,35281,19990927,20041029
124314,AIRGATE PCS INC,009367301,0001086844,P,01,LU,87248,17150,19990928,20050228
124315,AMERICAN HOME MTG INVT CORP,02660R107,0001256536,P,01,LC,87358,17168,19991001,20070803
124316,CALICO COMMERCE INC,129897104,0001081154,C,01,LC,87309,17185,19991007,20010717
124318,DALEEN TECHNOLOGIES INC,23437N104,0001002658,P,01,LU,87313,17166,19991001,20021230
124319,FOUNDRY NETWORKS INC,35063R100,0001090071,P,01,LC,87229,17151,19990928,20081231
124320,APTIMUS INC,03833V108,0001087277,P,01,LU,87230,17149,19990928,20071031
124321,GOLDEN TELECOM INC,38122G107,0001089874,P,01,LC,87233,17165,19990930,20080228
124322,ITXC CORP,45069F109,0001061895,P,01,LC,87238,17148,19990928,20040528
124324,NETWORK COMMERCE INC,64122T204,0001087879,C,01,LU,87253,17154,19990929,20010828
124326,TELEMATE.NET SOFTWARE,87943L100,0001088214,P,01,LU,87256,17153,19990929,20011130
124355,ALTIGEN COMMUNICATIONS INC,021489109,0001003607,P,01,LC,87301,17176,19991005,20100315
124358,INTERNAP CORP,45885A409,0001056386,P,01,LC,87236,17158,19990929,E
124359,NETSOLVE INC,64115J106,0001071342,P,01,LU,87247,17155,19990929,20041130
124360,ENVISION DEVELOPMENT CORP,29410N102,0001087782,C,01,LU,87216,35279,19990929,20001103
124361,SPINNAKER EXPLORATION CO,84855W109,0001089697,P,01,LU,87254,17156,19990929,20051230
124374,ACME COMMUNICATIONS INC,004631107,0001092013,P,01,LC,87219,17164,19990930,20081031
124377,LOISLAW.COM INC,541431102,0001088820,P,01,LU,87243,17162,19990930,20010228
124378,MUNIHOLDINGS INSD FD IV INC,62626E103,0001093282,P,01,LU,87278,36348,19991004,20000831
124394,TIVO INC,888706108,0001088825,P,01,LU,87255,17161,19990930,20160930
124434,BLACKROCK INC,09247X101,0001364742,P,01,LU,87267,36336,19991001,E
124435,DIGITAL INSIGHT CORP,25385P106,0001037275,P,01,LC,87314,17169,19991001,20070228
124437,EVERTRUST FINANCIAL GROUP,300412103,0001088514,P,01,LU,87320,17170,19991004,20041029
124440,VIXEL CORP,928552108,0001087955,P,01,LU,87353,17167,19991001,20031128
124441,WILTEL COMMUNICATIONS GROUP,972487102,0001195454,P,04,LC,89623,43789,20021205,20031106
124441,WILTEL COMMUNICATIONS GROUP,972487102,0001195454,P,01,LC,87295,36360,19991001,20020228
124442,XM SATELLITE RADIO HLDGS INC,983759101,0001091530,P,01,LC,87357,17177,19991005,20080729
124534,RAMPART CAPITAL CORP,751569104,0001074681,P,01,LU,87287,35280,19991022,20031128
124594,BREAKAWAY SOLUTIONS INC,106372105,0001076643,P,01,LU,87304,17182,19991006,20010620
124595,DSL.NET INC,262506108,0001085866,P,01,LU,87316,17180,19991006,20060106
124598,NEWMARKET LATIN AMERICA INC,65158P107,0001089979,P,01,LU,87336,17184,19991029,20010112
124598,NEWMARKET LATIN AMERICA INC,65158P107,0001089979,C,00X,LU,87336,17184,19991007,19991028
124599,SILICON IMAGE INC,82705T102,0001003214,P,01,LU,87345,17178,19991006,20150331
124614,NEUBERGER BERMAN INC,641234109,0001068144,P,01,LU,87284,36351,19991007,20031128
124615,ROME BANCORP INC,77587P103,0001088144,P,01,LC,87340,17181,19991006,20110331
124616,SMARTDISK CORP,83169Q105,0001058959,C,01,LU,87347,17179,19991006,20030507
124617,ULTRAPAR PARTICIPACOES SA,90400P101,0001094972,P,90,LC,87293,36358,20110817,E
124634,AOXING PHARMACEUTICAL CO INC,03740A106,0001060426,P,01,LC,93313,53375,20100414,E
124636,HEALTHTRONICS SURGICAL SVCS,42299Z914,,P,01,LU,87451,17365,19991116,20041110
124637,QXL RICARDO PLC,74912W507,0001093549,P,90,LC,87367,17186,19991008,20030328
124638,TRIZETTO GROUP INC,896882107,0001092458,P,01,LC,87350,17188,19991008,20080804
124675,LTWC CORP,502386105,0001092917,C,01,LU,87319,17190,19991008,20030113
124676,HOMESERVICES.COM INC,437606106,0001090445,P,01,LU,87323,17192,19991008,20010928
124677,ILLUMINET HOLDINGS INC,452334105,0001002119,P,01,LU,87326,17193,19991008,20011231
124678,INTERWOVEN INC,46114T508,0001042431,P,01,LC,87327,17191,19991008,20090316
124679,JUPITER COMMUNICATIONS INC,482050101,,P,01,LU,87331,17189,19991008,20000929
124681,RESOURCEPHOENIX.COM INC,76122L106,0001092325,C,01,LU,87341,17198,19991014,20001129
124683,VITAMINSHOPPE.COM INC,92848M104,0001090156,P,01,LU,87355,17187,19991008,20010430
124684,WEBVAN GROUP INC,94845V103,0001092657,C,01,LC,87428,17315,19991105,20010706
124735,ALBEMARLE FIRST BANK,012684106,,P,01,LC,89264,42535,20011203,20060630
124758,FOXBY CORP,351645106,0001068897,P,01,LC,87276,36346,19991026,20081023
124761,AVALON DIGITAL MARKETING SYS,05343V205,0001095792,P,01,LC,89523,43611,20021001,20030715
124775,CIRCOR INTL INC,17273K109,0001091883,P,01,LU,87268,36337,19991019,E
124794,RADIO UNICA COMMUNICATIONS,75040Q106,0001089953,P,01,LU,87351,17207,19991019,20020913
124934,ADSTAR INC,00737P104,0001091599,C,01,LC,87557,17523,20000118,20080326
124975,IGO CORP,449592104,,P,01,LU,87325,17197,19991014,20020930
124976,NETCENTIVES INC,64108P101,0001081404,P,01,LC,87334,17199,19991014,20010917
124994,COMMERCIAL CONSOLIDATORS CP,20162E101,0001137063,C,01,LC,89319,42908,20011204,20020912
124995,CYSIVE INC,23281T108,0001093193,P,01,LC,87312,17204,19991015,20031128
124996,EPCOS AG,29410P107,0001095409,P,90,LC,87272,36344,19991015,20071129
125000,VASCULAR SOLUTIONS INC,92231M109,0001030206,P,01,LC,88475,37964,20000720,20170228
125014,PCTEL INC,69325Q105,0001057083,P,01,LU,87361,17208,19991019,E
125034,PACIFIC CREST CAPITAL INC,694166109,0000912048,P,01,LC,80010,12727,20000301,20040305
125034,PACIFIC CREST CAPITAL INC,694166109,0000912048,P,01,LC,80010,12727,20000131,20000229
125054,UNITED WESTERN BANCORP INC,913201109,0000944725,P,01,LC,84108,15052,19991130,20110121
125074,RADWARE LTD,M81873107,0001094366,P,01,LU,87251,17163,19990930,E
125114,JACADA LTD,M6184R119,0001095747,P,01,LC,87360,17201,19991015,E
125234,CITIZENS HOLDING CO,174715102,0001075706,P,01,LU,87269,36338,19991019,E
125237,MARTHA STEWART LIVING OMNIMD,573083102,0001091801,P,01,LU,87277,36347,19991019,20151231
125239,SIFY TECHNOLOGIES LTD -ADR,82655M107,0001094324,P,90,LC,87344,17206,19991019,E
125240,WORLD WRESTLING ENTMT INC,98156Q108,0001091907,P,01,LU,87356,17205,19991019,E
125274,BSQUARE CORP,11776U300,0001054721,P,01,LC,87302,17210,19991020,E
125275,CHARLOTTE RUSSE HOLDING INC,161048103,0001092006,P,01,LC,87306,17212,19991020,20091030
125276,CROSSROADS SYSTEMS INC,22766K103,0001093207,P,01,LC,87310,17211,20110902,20170822
125276,CROSSROADS SYSTEMS INC,22766K103,0001093207,P,01,LC,87310,17211,19991020,20060112
125277,DATA RETURN CORP,23785M104,0001088330,P,01,LU,87315,17297,19991028,20020131
125279,RSTAR CORP,74973F104,0001084561,P,01,LU,87328,17209,19991020,20040218
125315,NEXCEN BRANDS INC,653351106,0001093434,P,01,LC,87298,17213,19991021,20090112
125357,MCK COMMUNICATIONS INC,581243102,0001093576,P,01,LC,87332,17214,19991022,20030930
125358,NAVISITE INC,63935M208,0001084750,P,01,LC,87333,17215,19991022,20110429
125360,SYCAMORE NETWORKS INC,871206405,0001092367,P,01,LC,87343,17216,19991022,20161130
125378,PARTNER COMMUNICATIONS CO,70211M109,0001096691,P,90,LC,87339,17293,19991027,E
125379,PENTASTAR COMMUNICATIONS INC,709632103,0001093221,C,01,LU,87338,17289,19991027,20020328
125434,CELANESE AG,D1497A101,0001095442,C,01,LU,87296,36361,19991026,20040601
125461,VIADOR INC,92553R108,0001089026,P,01,LU,87352,17287,19991026,20011030
125474,ECTEL LTD,M29925100,0001096197,P,01,LC,87317,17288,19991026,20100129
125517,MFS CALIFORNIA MUNICIPAL FD,59318C106,0001092896,P,01,LU,87270,36339,19991027,E
125518,COLONIAL INSD MUN FD,195761101,0001092895,P,01,LU,87271,36340,19991027,20070531
125520,COLONIAL N Y INSD MUN FD,195836101,0001092897,P,01,LU,87435,36366,19991117,20050630
125524,INTERTRUST TECHNOLOGIES CORP,46113Q109,0001089717,P,01,LU,87359,17292,19991027,20030131
125525,JNI CORP,46622G105,0001094087,P,01,LU,87329,17291,19991027,20031031
125527,NUVEEN SR INCOME FD,67067Y104,0001093428,P,01,LU,87285,36352,19991027,E
125528,PLASTIC SURGERY CO,727557100,0001041623,C,01,LC,87468,36562,19991210,20020328
125529,PREDICTIVE SYSTEMS INC,74036W102,0000727489,P,01,LU,87363,17290,19991027,20030630
125531,OPEXA THERAPEUTICS INC,68372T301,,C,01,LC,91471,51208,20060901,20170920
125533,PACTIV CORP,695257105,0001089976,P,01,LC,87292,36357,19991105,20101116
125575,CANADA LIFE FINANCIAL CORP,135113108,0001123266,P,01,LC,88657,39289,20000926,20030709
125580,SOUTHERN FIRST BANKSHARES,842873101,0001090009,P,01,LC,90358,45559,20040922,E
125583,SUNCOM WIRELESS HOLDINGS INC,86722Q207,0001091973,P,01,LU,87349,17296,19991028,20080229
125584,WQN INC,92932C103,0001089932,P,01,LC,87647,17937,20000204,20060630
125595,AKAMAI TECHNOLOGIES INC,00971T101,0001086222,P,01,LC,87299,17300,19991029,E
125596,ALLIED RISER COMMUNICATIONS,019496108,,P,01,LU,87300,17299,19991029,20020228
125598,CAVION TECHNOLOGIES INC,149649105,,P,01,LU,87305,17301,19991029,20001214
125599,CHARTERED SEMICONDUCTOR MFG,16133R205,0001095270,P,90,LC,87307,17302,19991101,20091231
125600,TELKONET INC,879604106,0001094084,P,01,LC,90054,44914,20040204,20091112
125601,GAIA INC,36269P104,0001089872,P,01,LC,87321,17298,19991029,E
125604,PLUG POWER INC,72919P202,0001093691,P,01,LC,87337,17303,19991029,E
125654,LANIER WORLDWIDE INC,51589L105,0001089786,P,01,LU,87440,36374,19991108,20010131
125794,NEOGENOMICS INC,64049M209,0001077183,P,01,LC,13704,54278,20121210,E
125795,BE FREE INC,073308108,0001084866,P,01,LU,87376,17308,19991103,20020531
125860,PAC-WEST TELECOMM INC,69371Y101,0001071598,P,01,LU,87407,17312,19991104,20060922
125862,BLACKROCK S&P500 PRTD ETQY,09256F108,0001090431,P,01,LU,87443,36378,19991130,20010312
125862,BLACKROCK S&P500 PRTD ETQY,09256F108,0001090431,C,00X,LU,87443,36378,19991104,19991129
125863,TECHNICOLOR SA,878520204,0001080259,J,91,LC,88680,36381,20001011,20001017
125863,TECHNICOLOR SA,878520204,0001080259,P,90,LC,87446,36381,19991103,E
125975,COLLECTORS UNIVERSE INC,19421R200,0001089143,P,01,LC,87379,17317,19991105,E
125976,NETZEE INC,64122W306,0001094335,P,01,LC,87403,17321,19991109,20020523
125978,TICKETS.COM INC,88633M200,0001038083,P,01,LU,87422,17311,19991104,20030203
126005,COBALT NETWORKS INC,19074R101,0001053355,P,01,LU,87380,17316,19991105,20001229
126010,FLEXIBLE SOLUTIONS INTL INC,33938T104,0001069394,P,01,LC,89597,43709,20021118,E
126020,INTELLICHECK INC,45817G201,0001040896,P,01,LC,87439,36373,19991119,E
126036,PARAMOUNT GOLD NEVADA CORP,69924M109,0001629210,P,01,LC,92254,52700,20070801,20150417
126036,PARAMOUNT GOLD NEVADA CORP,69924M109,0001629210,P,01,LC,15278,55219,20150420,E
126046,NATIONAL COAL CORP,632381307,0001089575,P,01,LC,90670,46565,20050422,20101215
126056,KRATOS DEFENSE & SECURITY,50077B207,0001069258,P,01,LC,87430,17314,19991105,E
126122,ONCOLYTICS BIOTECH INC,682310875,0001129928,P,01,LC,89175,42270,20180601,E
126122,ONCOLYTICS BIOTECH INC,682310875,0001129928,P,01,LC,89175,42270,20011005,20151104
126136,CHARTER COMMUNICATIONS INC,16119P108,0001091667,P,01,LC,87378,17322,19991109,20090406
126136,CHARTER COMMUNICATIONS INC,16119P108,0001091667,P,03,LC,12308,17322,20100914,E
126137,DATA CRITICAL CORP,237622105,0000941775,P,01,LU,87383,17319,19991109,20010928
126140,PELICAN FINANCIAL INC,705808103,0001037652,P,01,LU,87441,36377,19991111,20060428
126154,KPNQWEST NV,500750104,0001097566,C,90,LU,87395,17320,19991109,20020530
126295,EDISON SCHOOLS INC,281033100,0001089567,P,01,LU,87450,17337,19991111,20031128
126296,EXPEDIA GROUP INC,30212P303,0001324424,P,02,LC,90808,47013,20050809,E
126296,EXPEDIA GROUP INC,30212P303,0001324424,P,01,LC,87388,17323,19991110,20030808
126297,IBASIS INC-OLD,45099Z927,,P,01,LC,87392,17324,20060621,20070930
126297,IBASIS INC-OLD,45099Z927,,P,01,LC,87392,17324,19991110,20021113
126298,NEXT LEVEL COMMUNICATION,65333U104,0001093802,P,01,LU,87455,17482,19991110,20030430
126314,DOUGHERTYS PHARMACY INC,258711100,0001080029,P,01,LU,87375,17334,19991111,20010510
126317,EBOOKERS PLC,278725106,0001098128,P,90,LC,87387,17338,19991111,20050228
126318,IMMERSION CORP,452521107,0001058811,P,01,LC,87394,17346,19991112,E
126320,SAGE INC,786632109,0001063662,P,01,LU,87416,17335,19991111,20020228
126322,SONICWALL INC,835470105,0001093885,P,01,LC,87419,17336,19991111,20100730
126414,CVC INC,126945104,0001047427,P,01,LU,87382,17347,19991112,20000531
126417,FINISAR CORP,31787A507,0001094739,P,01,LC,87390,17342,19991112,E
126420,NETCREATIONS INC,64110N102,0001091440,P,01,LU,87454,17344,19991112,20010228
126423,RUDOLPH TECHNOLOGIES INC,781270103,0001094392,P,01,LU,87415,17343,19991112,E
126424,SOMERA COMMUNICATIONS INC,834458200,0001094243,P,01,LC,87457,17345,19991112,20060929
126434,RAINMAKER SYSTEMS INC,750875304,0001094007,P,01,LC,87414,17387,19991117,20130612
126454,DIGITAL IMPACT INC,25385G106,0001095105,P,01,LU,87385,17409,19991123,20050531
126459,QUINTUS CORP,748798105,0001024678,C,01,LC,87411,17386,19991116,20001115
126461,TERRA NETWORKS SA,88100W103,0001097636,P,90,LU,87425,17392,19991117,20050729
126495,IMANAGE INC,45245Y105,0001093242,P,01,LU,87393,17388,19991117,20031128
126496,CARTESIAN INC,146534102,0001094814,P,01,LC,87424,17410,19991123,20180629
126497,VIRATA CORP,927646109,0001094371,P,01,LU,87427,17389,19991117,20011231
126498,WEB STREET INC,947336103,0001088348,P,01,LU,87429,17391,19991117,20010831
126514,KOREA THRUNET CO LTD,Y49975124,0001097714,C,01,LU,87452,17390,19991130,20030404
126514,KOREA THRUNET CO LTD,Y49975124,0001097714,C,00X,LU,87452,17390,19991117,19991129
126554,AGILENT TECHNOLOGIES INC,00846U101,0001090872,P,01,LC,87432,36364,19991118,E
126555,ALASKA COMMUNICATIONS SYS GP,01167P101,0001089511,P,01,LC,87373,17395,19991118,E
126596,I-CABLE COMMUNICATIONS LTD,44934B104,0001097020,P,90,LC,87458,17423,19991124,20070607
126597,METASOLV INC,59139P104,0000916704,P,01,LC,87400,17398,19991118,20061229
126599,RETEK INC,76128Q109,0001094360,P,01,LC,87412,17397,19991118,20050429
126600,SCIQUEST INC,80908T101,0001082526,P,01,LC,87420,17401,19991119,20040728
126600,SCIQUEST INC,80908T101,0001082526,P,02,LC,12312,53514,20100924,20160729
126601,SYMYX TECHNOLOGIES INC,87155S108,0001095330,P,01,LC,87418,17396,19991118,20100702
126615,BLUE COAT SYSTEMS INC,09534T508,0001643858,P,01,LC,87377,17405,19991119,20120229
126616,EXACTIS.COM INC,30064G104,0001092393,P,01,LU,87431,17402,19991119,20000630
126620,LIFEMINDERS INC,53220Q105,0001079270,P,01,LU,87396,17400,19991119,20011031
126621,MEDIAPLEX INC,58446B105,0001091621,P,01,LU,87399,17404,19991119,20011031
126623,SMARTERKIDS.COM INC,83169C106,0001091893,P,01,LU,87417,17417,19991123,20010531
126654,NORTEM NV,N64513109,0001095099,P,01,LC,87401,17403,19991119,20050404
126694,AGENCY.COM LTD,008447104,0001086403,P,01,LU,87473,17487,19991208,20011130
126714,DELTATHREE INC,24783N102,0001086740,P,01,LC,87384,17412,19991123,20080327
126715,GETTHERE INC,374266104,0001094202,P,01,LU,87391,17411,19991123,20001031
126716,NDS GROUP HLDGS LTD,G6406W109,0001527890,P,90,LC,87405,17414,19991123,20090204
126717,OFFICIAL PAYMENTS CORP,676235104,,P,01,LU,87456,17415,19991123,20020830
126718,PFSWEB INC,717098206,0001095315,P,01,LU,87510,17473,19991231,E
126718,PFSWEB INC,717098206,0001095315,C,00X,LU,87510,17473,19991202,19991230
126720,TELECORP PCS INC  -CL A,879300101,0001113948,P,01,LU,87423,17416,19991123,20020228
126721,TELEDYNE TECHNOLOGIES INC,879360105,0001094285,P,01,LU,87445,36380,19991130,E
126722,WATER PIK TECHNOLOGIES INC,94113U100,0001094286,P,01,LU,87449,36385,19991130,20060428
126734,OPENTV CORP,G67543101,0001096958,P,01,LC,87406,17413,19991123,20100331
126772,SKYSTAR BIO-PHARMACEUTICAL,830884300,0001076939,C,01,LC,92942,53161,20090626,20151218
126773,MCAFEE.COM CORP,579062100,,P,01,LU,87500,17475,19991202,20020930
126775,AXESSTEL INC,05459T101,0001092492,C,01,LC,90158,45167,20040504,20090715
126778,PNV INC,69348A103,0001045828,P,01,LU,87409,17422,19991124,20001219
126814,DISNEY (WALT) INTERNET GROUP,254687205,,P,01,LU,87436,20587,19991118,20010330
126836,CIRCLE.COM,832914204,,P,01,LU,87308,31745,19991029,20010629
126976,AMERICAN FINANCIAL HLDGS INC,026075101,0001095862,P,01,LU,87374,17457,19991130,20030228
127075,DIGIMARC CORP -OLD,253807101,0001089443,P,01,LC,87482,17474,19991202,20080813
127094,XO GROUP INC,983772104,0001062292,P,01,LU,87496,17472,19991202,20181231
127114,METALINK LTD,M69897110,0001098462,P,01,LC,87504,17476,19991202,20110420
127174,AIRNET COMMUNICATIONS CORP,00941P403,0000944163,P,01,LC,87474,17477,19991207,20060531
127175,ANDOVER.NET INC,034318105,0001093580,P,01,LU,87475,17486,19991208,20000630
127177,HRSOFT INC,44329V103,0001095266,C,01,LC,87484,17480,19991207,20090521
127179,HARRIS INTERACTIVE INC,414549105,0001094238,P,01,LC,87494,17478,19991207,20140228
127180,HEALTHCENTRAL.COM,42221V403,0001095016,C,01,LU,87491,17479,19991207,20011009
127234,CELERA CORP,15100E106,0001428156,P,01,LC,92750,53057,20080701,20110531
127274,CLASSIC COMMUNICATIONS INC,182728204,0001069602,P,01,LC,87480,17485,19991208,20011113
127275,FOGDOG INC,344167101,0001094323,P,01,LU,87490,17493,19991209,20001229
127279,NETRATINGS INC,64116M108,0001095480,P,01,LU,87507,17488,19991208,20070629
127281,PREVIEW SYSTEMS INC,741379101,0001091271,P,01,LU,87527,17484,19991208,20010725
127282,GEEKNET INC,36846Q203,0001096199,P,01,LC,87498,17492,19991209,20150731
127316,INTEREP NATL RADIO SALES INC,45866V109,0000796735,C,01,LC,87495,17491,19991209,20030815
127354,EL SITIO INC,G30177201,0001094560,P,01,LU,87497,17499,19991210,20010928
127376,EBENX INC,278668108,0001095825,P,01,LU,87483,17500,19991210,20030228
127377,BGC PARTNERS INC,05541T101,0001094831,P,01,LU,87487,17502,19991210,E
127378,FREEMARKETS INC,356602102,0000949968,P,01,LC,87489,17504,19991210,20040730
127381,MEDICALOGIC/MEDSCAPE INC,584642102,0000923899,P,01,LC,87502,17505,19991210,20020124
127382,MOTHERNATURE.COM INC,61978K105,0001076055,P,01,LU,87503,17503,19991210,20001214
127383,WPCS INTERNATIONAL INC,92931L401,,P,01,LC,90640,46446,20050328,20180130
127384,TULARIK INC,899165104,0000889057,P,01,LU,87513,17498,19991210,20040831
127399,TRITEL INC,89675X104,0001088383,P,01,LU,87516,17516,19991214,20001130
127414,ONDISPLAY INC,68232L100,0001093513,P,01,LU,87509,17534,19991217,20000731
127435,BOOKTECH.COM INC,098583107,0001090309,C,01,LC,87834,37131,20000405,20011107
127436,ECOLLEGE.COM,27887E100,0001085653,P,01,LC,87521,17521,19991215,20070731
127438,GOREMOTE INTERNET COMM INC,382859106,0001059155,P,01,LU,87523,17519,19991215,20060228
127439,CATALYST HEALTH SOLUTIONS,14888B103,0001090403,P,01,LC,87492,17517,19991214,E
127455,CALIPER LIFE SCIENCES INC,130872104,0001014672,P,01,LC,87478,17522,19991215,20111107
127462,OPTIO SOFTWARE INC,68389J106,0001096689,P,01,LC,87526,17518,19991215,20030108
127464,TRINSIC INC,89668P209,0001096509,P,01,LC,87518,17520,19991215,20051118
127475,FAB UNIVERSAL CORP,302771100,0001074909,C,01,LC,92582,52966,20080207,20131121
127480,INFONET SERVICES CORP,45666T106,0001096512,P,01,LU,87465,36558,19991216,20050228
127481,MAXYGEN INC,577776107,0001068796,C,01,LC,87499,17524,19991216,20130829
127484,ORION HEALTHCORP INC,68627W109,0000755113,C,01,LC,89067,41866,20010711,20071129
127486,XPEDIOR INC,98413B100,0001096287,C,01,LU,87517,17525,19991216,20010319
127534,C-BRIDGE INTERNET SOLTNS INC,12500B105,0001088570,P,01,LU,87479,17531,19991217,20010928
127535,EGREETINGS NETWORK INC,282343102,0001083992,P,01,LU,87486,17532,19991217,20010330
127539,ASCONI CORP,04363Q204,0000847917,C,01,LC,89890,44601,20031104,20051027
127541,TRUETIME INC,897868105,,P,01,LU,87515,17533,19991217,20021031
127574,ATLAS PIPELINE PRTNRS LP-OLD,04999Y910,,P,01,LC,87529,36608,20000128,20010830
127575,COORSTEK INC,217020106,0001095603,P,01,LC,87520,17666,20000104,20030318
127637,CIVITAS BANKGROUP INC,178871109,0001092099,P,01,LC,91399,50972,20060718,20070518
127644,FEIHE INTERNATIONAL INC,31429Y103,0000789868,C,01,LC,91837,51950,20060308,20130628
127674,XXIS CORP,682347208,0001083384,C,01,LC,87567,17657,20000131,20010607
127797,MUTUALFIRST FINANCIAL INC,62845B104,0001094810,P,01,LU,87525,17670,19991230,E
127799,PREMIER BANCORP INC/PA,74046J109,0001044651,P,01,LC,87470,36563,19991230,20030829
127840,GLOBALNET INC,37940E104,0001095529,P,01,LC,88800,40990,20001124,20011101
127841,SECURITY FINL BANCORP INC,81424D109,,P,01,LC,87575,17680,20000105,20030630
127958,LAW ENFORCEMENT ASSOCS CORP,519485106,0001165921,P,01,LC,90788,46998,20050715,20081126
128098,ERBA DIAGNOSTICS INC,29490B101,0001095858,P,01,LC,88926,41370,20010315,E
128098,ERBA DIAGNOSTICS INC,29490B101,0001095858,P,01,LC,87590,17989,20000215,20010314
128121,QUARTERHILL INC,747713105,0001518419,P,01,LC,12891,53826,20110601,E
128541,NEOFORMA INC,640475505,0001096219,P,01,LC,87574,17861,20000124,20060331
128560,EXTENSITY INC,302255104,0001096473,P,01,LC,87572,17867,20000127,20030306
128581,PALMETTO BANCSHARES INC,697062206,0000706874,P,01,LC,12967,53872,20110818,20150831
128599,HEALTHGATE DATA CORP,42222H304,0001081630,C,01,LC,87561,17865,20000126,20020523
128600,PETROBRAS ENERGIA PARTICIPAC,71646M102,,P,90,LC,87540,36615,20000126,20090929
128618,724 SOLUTIONS INC,81788Q209,0001097641,P,01,LC,87569,17869,20000128,20060517
128620,T/R SYSTEMS INC,87263U102,0001095594,P,01,LC,87576,17864,20000126,20031031
128659,HANCOCK JOHN FINL SVCS INC,41014S106,0000736260,P,01,LC,87536,36612,20000127,20040428
128663,SEQUENOM INC,817337405,0001076481,P,01,LC,87632,17905,20000229,20160930
128663,SEQUENOM INC,817337405,0001076481,C,00X,LC,87632,17905,20000201,20000228
128698,INTERWAVE COMMUN INTL LTD,G4911N300,0001095478,P,01,LC,87562,17871,20000128,20041209
128740,CAMINUS CORP,133766105,0001095157,P,01,LC,87559,17870,20000128,20030409
128758,MAXWORLDWIDE INC,577940109,0001176983,C,01,LC,87563,17868,20000128,20020819
128759,NATCO GROUP INC,63227W203,0001057693,P,01,LC,87539,36614,20000128,20091130
128763,STATS CHIPPAC LTD,85771T104,0001449579,P,90,LC,87568,17873,20000203,20071228
128764,TURNSTONE SYSTEMS INC,900423104,0001054131,P,01,LC,87638,17906,20000201,20031204
128978,PACKAGING CORP OF AMERICA,695156109,0000075677,P,01,LC,87541,23511,20000128,E
129078,IMPSAT FIBER NETWORKS INC,45321T202,0001022329,P,01,LC,87610,17904,20000201,20020523
129083,QUANTUM EFFECT DEVICES INC,74764T107,0001093272,P,01,LC,87655,17908,20000201,20000824
